all_labeled_site_atoms,annotation_family,annotation_label_regime,citation,doi,duplicate_group_id,enzyme_family,merge_policy_used,output_label_regime,output_row_id,primary_site_atoms,secondary_site_atoms,site_source,source_file,source_record_id,tertiary_site_atoms
"[2, 5, 18]",CYP2D6,single_exact,"Yamazaki et al.,Carcinogenesis,14,1271,1993
Yun et al.,Mol. Pharm.,40,679,1991
Koehl et al.,Cancer Res.,56,316,1996",,dup_2fe69e7306f13b5c,CYP2D6,partial_agreement_union,tiered_multisite,6-aminochrysene,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,KIVUHCNVDWYUNP-UHFFFAOYSA-N,[]
"[2, 5, 18]",CYP3A4,tiered_multisite,"Yamazaki et al.,Carcinogenesis,14,1271,1993
Koehl et al.,Cancer Res.,56,316,1996",,dup_087c600d817911fe,CYP3A4,partial_agreement_union,tiered_multisite,6-aminochrysene,[5],"[2, 18]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,6-aminochrysene,[]
"[2, 5, 18]",CYP3A4,tiered_multisite,"Yamazaki et al.,Carcinogenesis,14,1271,1993
Koehl et al.,Cancer Res.,56,316,1996",,dup_087c600d817911fe,CYP3A4,partial_agreement_union,tiered_multisite,6-aminochrysene,[5],"[2, 18]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,6-aminochrysene,[]
"[2, 5, 18]",CYP3A4,single_exact,"Yamazaki et al.,Carcinogenesis,14,1271,1993
Yun et al.,Mol. Pharm.,40,679,1991
Koehl et al.,Cancer Res.,56,316,1996",,dup_087c600d817911fe,CYP3A4,partial_agreement_union,tiered_multisite,6-aminochrysene,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,KIVUHCNVDWYUNP-UHFFFAOYSA-N,[]
[4],CYP1A2,single_exact,,10.1093/carcin/18.4.851,dup_7bd03fa3d407c697,CYP1A2,exact_agreement,single_exact,4-aminobiphenyl,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,4-aminobiphenyl,[]
[4],CYP1A2,single_exact,,10.1093/carcin/18.4.851,dup_7bd03fa3d407c697,CYP1A2,exact_agreement,single_exact,4-aminobiphenyl,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,4-aminobiphenyl,[]
[4],CYP1A2,single_exact,"Hammons et al. Carcinogenesis vol.18 no.4 pp.851???854, 1997",,dup_7bd03fa3d407c697,CYP1A2,exact_agreement,single_exact,4-aminobiphenyl,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,DMVOXQPQNTYEKQ-UHFFFAOYSA-N,[]
"[10, 16]",CYP2A6,multi_exact,"Yun et al.,Carcinogenesis 13,217,1992",,dup_e8ddab95a3cfb42b,CYP2A6,partial_agreement_union,multi_exact,MOCA,"[10, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2A6.sdf,MOCA,[]
"[10, 16]",CYP2A6,multi_exact,"Yun et al.,Carcinogenesis 13,217,1992",,dup_e8ddab95a3cfb42b,CYP2A6,partial_agreement_union,multi_exact,MOCA,"[10, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2A6.sdf,MOCA,[]
"[10, 16]",CYP2A6,multi_exact,"Yun et al.,Carcinogenesis 13,217,1992",,dup_e8ddab95a3cfb42b,CYP2A6,partial_agreement_union,multi_exact,MOCA,"[10, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,IBOFVQJTBBUKMU-UHFFFAOYSA-N,[]
"[10, 16]",CYP3A4,multi_exact,"Yun et al.,Carcinogenesis 13,217,1992",,dup_d64280049812bc46,CYP3A4,partial_agreement_union,multi_exact,MOCA,"[10, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,MOCA,[]
"[10, 16]",CYP3A4,multi_exact,"Yun et al.,Carcinogenesis 13,217,1992",,dup_d64280049812bc46,CYP3A4,partial_agreement_union,multi_exact,MOCA,"[10, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,MOCA,[]
"[10, 16]",CYP3A4,multi_exact,"Yun et al.,Carcinogenesis 13,217,1992",,dup_d64280049812bc46,CYP3A4,partial_agreement_union,multi_exact,MOCA,"[10, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,IBOFVQJTBBUKMU-UHFFFAOYSA-N,[]
[15],CYP2B6,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_09aad2c0ce2ffaa8,CYP2B6,exact_agreement,single_exact,sulfadiazine,[15],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2B6.sdf,sulfadiazine,[]
[15],CYP2B6,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_09aad2c0ce2ffaa8,CYP2B6,exact_agreement,single_exact,sulfadiazine,[15],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2B6.sdf,sulfadiazine,[]
[15],CYP2B6,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",,dup_09aad2c0ce2ffaa8,CYP2B6,exact_agreement,single_exact,sulfadiazine,[15],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SEEPANYCNGTZFQ-UHFFFAOYSA-N,[]
[15],CYP2C19,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_105c53b187d1fa9c,CYP2C19,exact_agreement,single_exact,sulfadiazine,[15],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C19.sdf,sulfadiazine,[]
[15],CYP2C19,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_105c53b187d1fa9c,CYP2C19,exact_agreement,single_exact,sulfadiazine,[15],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C19.sdf,sulfadiazine,[]
[15],CYP2C19,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",,dup_105c53b187d1fa9c,CYP2C19,exact_agreement,single_exact,sulfadiazine,[15],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SEEPANYCNGTZFQ-UHFFFAOYSA-N,[]
[15],CYP2C8,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_16b462a27d18e58e,CYP2C8,exact_agreement,single_exact,sulfadiazine,[15],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C8.sdf,sulfadiazine,[]
[15],CYP2C8,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_16b462a27d18e58e,CYP2C8,exact_agreement,single_exact,sulfadiazine,[15],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C8.sdf,sulfadiazine,[]
[15],CYP2C8,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",,dup_16b462a27d18e58e,CYP2C8,exact_agreement,single_exact,sulfadiazine,[15],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SEEPANYCNGTZFQ-UHFFFAOYSA-N,[]
[15],CYP2C9,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_03b95bc3aa949b3c,CYP2C9,exact_agreement,single_exact,sulfadiazine,[15],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C9.sdf,sulfadiazine,[]
[15],CYP2C9,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",10.1124/dmd.104.002998,dup_03b95bc3aa949b3c,CYP2C9,exact_agreement,single_exact,sulfadiazine,[15],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,sulfadiazine,[]
[15],CYP2C9,single_exact,"Winter and Unadkat,Drug Metab. Disp.,33,969,2005",,dup_03b95bc3aa949b3c,CYP2C9,exact_agreement,single_exact,sulfadiazine,[15],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SEEPANYCNGTZFQ-UHFFFAOYSA-N,[]
"[0, 16]",CYP2C19,multi_exact,"Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_5c76c6adc8b7f66f,CYP2C19,exact_agreement,multi_exact,dapsone,"[0, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C19.sdf,dapsone,[]
"[0, 16]",CYP2C19,multi_exact,"Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_5c76c6adc8b7f66f,CYP2C19,exact_agreement,multi_exact,dapsone,"[0, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C19.sdf,dapsone,[]
"[0, 16]",CYP2C19,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995
Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_5c76c6adc8b7f66f,CYP2C19,exact_agreement,multi_exact,dapsone,"[0, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,MQJKPEGWNLWLTK-UHFFFAOYSA-N,[]
"[0, 16]",CYP2C8,multi_exact,"Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_30322dcb5519fe42,CYP2C8,exact_agreement,multi_exact,dapsone,"[0, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C8.sdf,dapsone,[]
"[0, 16]",CYP2C8,multi_exact,"Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_30322dcb5519fe42,CYP2C8,exact_agreement,multi_exact,dapsone,"[0, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C8.sdf,dapsone,[]
"[0, 16]",CYP2C8,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995
Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_30322dcb5519fe42,CYP2C8,exact_agreement,multi_exact,dapsone,"[0, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,MQJKPEGWNLWLTK-UHFFFAOYSA-N,[]
"[0, 16]",CYP2C9,multi_exact,"Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_b50b174b7bc5b02d,CYP2C9,exact_agreement,multi_exact,dapsone,"[0, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C9.sdf,dapsone,[]
"[0, 16]",CYP2C9,multi_exact,"Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_b50b174b7bc5b02d,CYP2C9,exact_agreement,multi_exact,dapsone,"[0, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,dapsone,[]
"[0, 16]",CYP2C9,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995
Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_b50b174b7bc5b02d,CYP2C9,exact_agreement,multi_exact,dapsone,"[0, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,MQJKPEGWNLWLTK-UHFFFAOYSA-N,[]
"[0, 16]",CYP2E1,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995",,dup_2277770e124caf83,CYP2E1,exact_agreement,multi_exact,dapsone,"[0, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,dapsone,[]
"[0, 16]",CYP2E1,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995",,dup_2277770e124caf83,CYP2E1,exact_agreement,multi_exact,dapsone,"[0, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,dapsone,[]
"[0, 16]",CYP2E1,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995
Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_2277770e124caf83,CYP2E1,exact_agreement,multi_exact,dapsone,"[0, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,MQJKPEGWNLWLTK-UHFFFAOYSA-N,[]
"[0, 16]",CYP3A4,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995",,dup_eea51facdfc326b6,CYP3A4,exact_agreement,multi_exact,dapsone,"[0, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,dapsone,[]
"[0, 16]",CYP3A4,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995",,dup_eea51facdfc326b6,CYP3A4,exact_agreement,multi_exact,dapsone,"[0, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,dapsone,[]
"[0, 16]",CYP3A4,multi_exact,"Mitra et al.,Clin. Pharmacol. Ther.,58,556,1995
Winter et al.,Drug Metab. Disp.,28,865,2000",,dup_eea51facdfc326b6,CYP3A4,exact_agreement,multi_exact,dapsone,"[0, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,MQJKPEGWNLWLTK-UHFFFAOYSA-N,[]
[3],CYP1A2,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_f4fc84bf69fcab46,CYP1A2,partial_agreement_union,single_exact,FLU-1,[3],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,FLU-1,[]
[3],CYP1A2,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_f4fc84bf69fcab46,CYP1A2,partial_agreement_union,single_exact,FLU-1,[3],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,FLU-1,[]
[3],CYP1A2,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_f4fc84bf69fcab46,CYP1A2,partial_agreement_union,single_exact,FLU-1,[3],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
"[3, 5]",CYP2A6,tiered_multisite,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_45f0d564456f69a8,CYP2A6,partial_agreement_union,tiered_multisite,FLU-1,[5],[3],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2A6.sdf,FLU-1,[]
"[3, 5]",CYP2A6,tiered_multisite,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_45f0d564456f69a8,CYP2A6,partial_agreement_union,tiered_multisite,FLU-1,[5],[3],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2A6.sdf,FLU-1,[]
"[3, 5]",CYP2A6,multi_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_45f0d564456f69a8,CYP2A6,partial_agreement_union,tiered_multisite,FLU-1,"[3, 5]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
[5],CYP2C19,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_f9c595b860e5fa44,CYP2C19,partial_agreement_union,single_exact,FLU-1,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C19.sdf,FLU-1,[]
[5],CYP2C19,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_f9c595b860e5fa44,CYP2C19,partial_agreement_union,single_exact,FLU-1,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C19.sdf,FLU-1,[]
[5],CYP2C19,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_f9c595b860e5fa44,CYP2C19,partial_agreement_union,single_exact,FLU-1,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
[5],CYP2C8,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_7fb270d79a39ac42,CYP2C8,partial_agreement_union,single_exact,FLU-1,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C8.sdf,FLU-1,[]
[5],CYP2C8,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_7fb270d79a39ac42,CYP2C8,partial_agreement_union,single_exact,FLU-1,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C8.sdf,FLU-1,[]
[5],CYP2C8,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_7fb270d79a39ac42,CYP2C8,partial_agreement_union,single_exact,FLU-1,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
"[3, 5]",CYP2C9,tiered_multisite,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_bf04e88fb06a5e14,CYP2C9,partial_agreement_union,tiered_multisite,FLU-1,[5],[3],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C9.sdf,FLU-1,[]
"[3, 5]",CYP2C9,tiered_multisite,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_bf04e88fb06a5e14,CYP2C9,partial_agreement_union,tiered_multisite,FLU-1,[5],[3],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,FLU-1,[]
"[3, 5]",CYP2C9,multi_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_bf04e88fb06a5e14,CYP2C9,partial_agreement_union,tiered_multisite,FLU-1,"[3, 5]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
[5],CYP2D6,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_67aebe0fd6959799,CYP2D6,partial_agreement_union,single_exact,FLU-1,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,FLU-1,[]
[5],CYP2D6,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_67aebe0fd6959799,CYP2D6,partial_agreement_union,single_exact,FLU-1,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,FLU-1,[]
[5],CYP2D6,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_67aebe0fd6959799,CYP2D6,partial_agreement_union,single_exact,FLU-1,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
[5],CYP2E1,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_9c274bf7d56629ce,CYP2E1,partial_agreement_union,single_exact,FLU-1,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,FLU-1,[]
[5],CYP2E1,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_9c274bf7d56629ce,CYP2E1,partial_agreement_union,single_exact,FLU-1,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,FLU-1,[]
[5],CYP2E1,single_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_9c274bf7d56629ce,CYP2E1,partial_agreement_union,single_exact,FLU-1,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
"[3, 5]",CYP3A4,tiered_multisite,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_63a0528aca969012,CYP3A4,partial_agreement_union,tiered_multisite,FLU-1,[5],[3],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,FLU-1,[]
"[3, 5]",CYP3A4,tiered_multisite,"Goda et al.,Drug Metab. Disp.,34,828,2006",10.1124/dmd.105.008623,dup_63a0528aca969012,CYP3A4,partial_agreement_union,tiered_multisite,FLU-1,[5],[3],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,FLU-1,[]
"[3, 5]",CYP3A4,multi_exact,"Goda et al.,Drug Metab. Disp.,34,828,2006",,dup_63a0528aca969012,CYP3A4,partial_agreement_union,tiered_multisite,FLU-1,"[3, 5]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UTKUVRNVYFTEHF-UHFFFAOYSA-N,[]
[0],CYP1A2,single_exact,,,dup_76e7ed7f5cc2d216,CYP1A2,exact_agreement,single_exact,2-naphthylamine,[0],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,2-naphthylamine,[]
[0],CYP1A2,single_exact,,,dup_76e7ed7f5cc2d216,CYP1A2,exact_agreement,single_exact,2-naphthylamine,[0],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,2-naphthylamine,[]
[0],CYP1A2,single_exact,"Butler, M.N.; Iwasaki, M.; Guengerich, F.P.; Kadlubar, F.K. Human Cytochrome P-450PIA (P450IA2), the Phenacetin O-deethylase, Is Primarily Responsible for the Hepatic 3-Demethylation of Caffeine and N-Oxidation of Carcinogenic Arylamines. Proc. Natl Acad. Sci. USA 1989, 86, 7696???7700.",,dup_76e7ed7f5cc2d216,CYP1A2,exact_agreement,single_exact,2-naphthylamine,[0],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JBIJLHTVPXGSAM-UHFFFAOYSA-N,[]
[4],CYP2E1,single_exact,"H. Yamazaki et al., Biochemical Pharmacology, 1996, 52, 301",,dup_4b80bef79be1080c,CYP2E1,partial_agreement_union,single_exact,aniline,[4],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,aniline,[]
[4],CYP2E1,single_exact,"H. Yamazaki et al., Biochemical Pharmacology, 1996, 52, 301",,dup_4b80bef79be1080c,CYP2E1,partial_agreement_union,single_exact,aniline,[4],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,aniline,[]
[4],CYP2E1,single_exact,"H. Yamazaki et al., Biochemical Pharmacology, 1996, 52, 301 PMID: 8694855",,dup_4b80bef79be1080c,CYP2E1,partial_agreement_union,single_exact,aniline,[4],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,[]
"[3, 12, 13]",CYP1A2,multi_exact,,,dup_00fe2e6d82d8f646,CYP1A2,exact_agreement,multi_exact,Bropirimine,"[3, 12, 13]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,Bropirimine,[]
"[3, 12, 13]",CYP1A2,multi_exact,,,dup_00fe2e6d82d8f646,CYP1A2,exact_agreement,multi_exact,Bropirimine,"[3, 12, 13]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,Bropirimine,[]
"[3, 12, 13]",CYP1A2,multi_exact,"Wynalda, M.A.; Hauer, M.J.; Wienkers, L.C. Human Biotransformation of Bropirimine: Characterization of the Major Bropirimine Oxidative Metabolites Formed In Vitro. Drug Metab. Dispos. 1998, 26, 1048-1051.",,dup_00fe2e6d82d8f646,CYP1A2,exact_agreement,multi_exact,Bropirimine,"[3, 12, 13]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CIUUIPMOFZIWIZ-UHFFFAOYSA-N,[]
"[18, 25]",CYP3A4,multi_exact,,,dup_fb083f03ac3068b7,CYP3A4,single_source,multi_exact,mirabegron,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,mirabegron,[]
[18],CYP1A2,single_exact,"Fuhr et al., Int. J. Clin. Pharmacol. Ther., 2005, 43, 327-334",,dup_692bea0e111f7a9f,CYP1A2,exact_agreement,single_exact,triamterene,[18],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,triamterene,[]
[18],CYP1A2,single_exact,"Fuhr et al., Int. J. Clin. Pharmacol. Ther., 2005, 43, 327-334",,dup_692bea0e111f7a9f,CYP1A2,exact_agreement,single_exact,triamterene,[18],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,triamterene,[]
[18],CYP1A2,single_exact,"Fuhr et al., Int. J. Clin. Pharmacol. Ther., 2005, 43, 327-334 PMID:16035375",,dup_692bea0e111f7a9f,CYP1A2,exact_agreement,single_exact,triamterene,[18],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,FNYLWPVRPXGIIP-UHFFFAOYSA-N,[]
[5],CYP1A2,single_exact,,10.1016/0006-2952(95)02019-5 ,dup_b2f5d44fa3b87296,CYP1A2,partial_agreement_union,single_exact,O6-benzylguanine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,O6-benzylguanine,[]
[5],CYP1A2,single_exact,,10.1016/0006-2952(95)02019-5 ,dup_b2f5d44fa3b87296,CYP1A2,partial_agreement_union,single_exact,O6-benzylguanine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,O6-benzylguanine,[]
