canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources
CN(C)CCOC(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_335bb9f717f0a4b7,3,"[""ZZVUWRFHKOJYTH-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 9], [0, 9], [0, 1, 9]]","[""diphenhydramine"", ""diphenhydramine"", ""ZZVUWRFHKOJYTH-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_f2d5649a4c824f6e,3,"[""HDOZVRUNCMBHFH-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 3, 10, 12], [0, 3, 10, 12], [0, 3, 10, 12, 13]]","[""zotepine"", ""zotepine"", ""HDOZVRUNCMBHFH-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,"[""site_set_mismatch""]",dup_70f86082c5fbdbb1,3,"[""QOBGWWQAMAPULA-RLLQIKCJSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 9], [0, 9], [0, 9, 21]]","[""deramciclane"", ""deramciclane"", ""QOBGWWQAMAPULA-RLLQIKCJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,"[""site_set_mismatch""]",dup_be8fdb880dc10cd9,3,"[""XFCLJVABOIYOMF-QPLCGJKRSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[25, 26], [25, 26], [23, 24, 25, 26]]","[""toremifene"", ""toremifene"", ""XFCLJVABOIYOMF-QPLCGJKRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_2fd66959975a62ac,3,"[""WKEMJKQOLOHJLZ-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[17, 18, 20, 22], [17, 18, 20, 22], [11, 17, 18, 20, 22]]","[""almotriptan"", ""almotriptan"", ""WKEMJKQOLOHJLZ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,"[""site_set_mismatch""]",dup_8fd4f3144cca9102,3,"[""ZCBUQCWBWNUWSU-SFHVURJKSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[25, 31], [25, 31], [4, 25, 31]]","[""ly_333531"", ""ly_333531"", ""ZCBUQCWBWNUWSU-SFHVURJKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,"[""site_set_mismatch""]",dup_b116697d1d0b9064,3,"[""GJSLOMWRLALDCT-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[15, 18], [15, 18], [14, 15, 18]]","[""adinazolam"", ""adinazolam"", ""GJSLOMWRLALDCT-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)N=O,"[""site_set_mismatch""]",dup_fd1759654c445905,3,"[""UMFJAHHVKNCGLG-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 1], [0, 1], [0, 1, 4]]","[""NDMA"", ""NDMA"", ""UMFJAHHVKNCGLG-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_afec23823866244c,3,"[""RCLLNBVPCJDIPX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 7, 8, 11], [3, 7, 8, 11], [2, 3, 7, 11, 15]]","[""tauromustine"", ""tauromustine"", ""RCLLNBVPCJDIPX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)/C=C/CO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,"[""site_set_mismatch""]",dup_a53f198ba06a2189,3,"[""RCOWGILQXUPXEW-CEBPFEQASA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 2], [0, 2], [0, 1, 2]]","[""lilopristone"", ""lilopristone"", ""RCOWGILQXUPXEW-CEBPFEQASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)c1ccc([C@H]2C[C@]3(C)[C@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,"[""site_set_mismatch""]",dup_21caf78a916dc84e,3,"[""IEXUMDBQLIVNHZ-MKNNCVFRSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 2], [0, 2], [0, 1, 2]]","[""onapristone"", ""onapristone"", ""IEXUMDBQLIVNHZ-MKNNCVFRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)c1cn(C)n(-c2ccccc2)c1=O,"[""site_set_mismatch""]",dup_2b92066ae037261c,3,"[""WOEUPEKLVDSCQN-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 1], [0, 1], [0, 1, 2]]","[""aminopyrine"", ""aminopyrine"", ""WOEUPEKLVDSCQN-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_0bc6c8d0835db758,3,"[""DOMXUEMWDBAQBQ-WEVVVXLNSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[9, 21], [9, 21], [9, 10, 21]]","[""terbinafine"", ""terbinafine"", ""DOMXUEMWDBAQBQ-WEVVVXLNSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(CCCC(=O)c1cccnc1)N=O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_21be83511c1e411c,3,"[""FLAQQSHRLBFIEZ-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 10], [3, 10], [2, 3, 10]]","[""NNK"", ""NNK"", ""FLAQQSHRLBFIEZ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"[""site_set_mismatch""]",dup_d59c51699bbddf71,3,"[""YASAKCUCGLMORW-HNNXBMFYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[24], [24], [11, 24]]","[""rosiglitazone"", ""rosiglitazone"", ""YASAKCUCGLMORW-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,"[""site_set_mismatch""]",dup_733e4b4cc35046cc,3,"[""CXOXHMZGEKVPMT-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[0], [0], [0, 12]]","[""clobazam"", ""clobazam"", ""CXOXHMZGEKVPMT-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_b98e624adf027100,3,"[""AAOVKJBEBIDNHE-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[16, 17], [16, 17], [15, 16, 17]]","[""diazepam"", ""diazepam"", ""AAOVKJBEBIDNHE-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_5d3d99de974f65fd,3,"[""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 14], [1, 14], [1, 3, 14]]","[""flunitrazepam"", ""flunitrazepam"", ""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1C(=O)OC(C)(C)C1=O,"[""site_set_mismatch""]",dup_ed9b99042c6b7c2e,3,"[""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [5, 8]]","[""trimethadione"", ""trimethadione"", ""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,"[""site_set_mismatch""]",dup_9dc2d3e21b3761ae,3,"[""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[16], [16], [15, 16]]","[""temazepam"", ""temazepam"", ""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,"[""site_set_mismatch""]",dup_bee1479d91b20e2f,3,"[""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[21], [21], [0, 21]]","[""azelastine"", ""azelastine"", ""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,"[""site_set_mismatch""]",dup_4ba221131a0bb32f,3,"[""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [10, 18]]","[""eletriptan"", ""eletriptan"", ""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCC[C@H]1c1cccnc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c1348f7a9f329d2d,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 6], [0, 6], [0, 5, 6]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_7b9ca265af679669,3,"[""RHJLQMVZXQKJKB-FPHSVDBKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[9, 20, 35], [9, 20, 35], [9, 20, 35]]","[""k_11777"", ""k_11777"", ""RHJLQMVZXQKJKB-FPHSVDBKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_1cbfb2a0b2384c31,3,"[""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 21], [11, 21], [11, 21]]","[""zopiclone"", ""zopiclone"", ""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_478cbd3ab0fce4e4,3,"[""QZUDBNBUXVUHMW-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[10, 20], [10, 20], [10, 20]]","[""clozapine"", ""clozapine"", ""QZUDBNBUXVUHMW-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_56788532b376d034,3,"[""UEQUQVLFIPOEMF-SFHVURJKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[8, 17, 18], [8, 17, 18], [8, 16, 18]]","[""mianserin"", ""mianserin"", ""UEQUQVLFIPOEMF-SFHVURJKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_8d9134d67b26831b,3,"[""RONZAEMNMFQXRA-MRXNPFEDSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 17, 19], [3, 17, 19], [3, 17, 19]]","[""mirtazapine"", ""mirtazapine"", ""RONZAEMNMFQXRA-MRXNPFEDSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@@H]3[C@@H]1C5,"[""site_set_mismatch""]",dup_f3fb03cd068d4327,3,"[""WVLOADHCBXTIJK-ZWUPXRALSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[15], [15], [6, 15]]","[""hydromorphone"", ""hydromorphone"", ""WVLOADHCBXTIJK-ZWUPXRALSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1C[C@@H]2Cc3ccc(O)c4c3[C@]3(C1)[C@@H]2C=C[C@@H](O)[C@@H]3O4,"[""site_set_mismatch""]",dup_e1404d84ae87123f,3,"[""ICXVGHUORQNRQF-NOSXKOESSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [8, 14]]","[""morphine"", ""morphine"", ""ICXVGHUORQNRQF-NOSXKOESSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,"[""site_set_mismatch""]",dup_882928b5465d0bbe,3,"[""MFWNKCLOYSRHCJ-BTTYYORXSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[15], [15], [1, 15]]","[""granisetron"", ""granisetron"", ""MFWNKCLOYSRHCJ-BTTYYORXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_9b2e27c7e242e1ec,3,"[""SPKBYQZELVEOLL-QDMKHBRRSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[12, 16], [12, 16], [12, 16, 22]]","[""zatosetron"", ""zatosetron"", ""SPKBYQZELVEOLL-QDMKHBRRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,"[""site_set_mismatch""]",dup_5228c3d6e6baed8e,3,"[""ZNRGQMMCGHDTEI-CLLJXQQHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[13], [13], [8, 13]]","[""tropisetron"", ""tropisetron"", ""ZNRGQMMCGHDTEI-CLLJXQQHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CNC(=O)Cc1ccc2ccn(C3CCN(CCc4ccccc4F)CC3)c2c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_319a000b2385f68a,3,"[""CQEOXWCXSBFJMB-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[24, 28], [24, 28], [1, 7, 19, 24, 28]]","[""e_2101"", ""e_2101"", ""CQEOXWCXSBFJMB-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CNC(=O)Oc1cccc2ccccc12,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_931d82a5bb6d3895,3,"[""CVXBEEMKQHEXEN-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 5, 10], [0, 5, 10], [0, 5, 10]]","[""carbaryl"", ""carbaryl"", ""CVXBEEMKQHEXEN-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_1222a38819310906,3,"[""JTAGHJPZEDNHHA-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 11], [1, 11], [1, 8, 11]]","[""ecabapide"", ""ecabapide"", ""JTAGHJPZEDNHHA-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CNCCC=C1c2ccccc2CCc2ccccc21,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_ce7f426e32ab39de,3,"[""PHVGLTMQBUFIQQ-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 9, 16], [2, 9, 16], [9, 16]]","[""nortriptyline"", ""nortriptyline"", ""PHVGLTMQBUFIQQ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_296cf15ed50fc511,3,"[""RTHCYVBBDHJXIQ-INIZCTEOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 16], [1, 16], [1, 7, 16, 20]]","[""fluoxetine"", ""fluoxetine"", ""RTHCYVBBDHJXIQ-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CNCC[C@H](Oc1ccccc1C)c1ccccc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_d31f7b7d868f6ec1,3,"[""VHGCDTVCOLNTBX-KRWDZBQOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 13], [5, 13], [4, 5, 13]]","[""atomoxetine"", ""atomoxetine"", ""VHGCDTVCOLNTBX-KRWDZBQOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN[C@@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@H]1OC,"[""site_set_mismatch""]",dup_b42bcd8fa9a361e2,3,"[""XZAFZXJXZHRNAQ-CHWSQXEVSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[1, 2, 20, 27], [1, 2, 20, 27], [1, 2, 20, 21, 26, 27]]","[""voreloxin"", ""voreloxin"", ""XZAFZXJXZHRNAQ-CHWSQXEVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN[C@@]1(c2ccccc2Cl)CCCCC1=O,"[""site_set_mismatch""]",dup_4a30e44b78fef0b7,3,"[""YQEZLKZALYSWHR-CYBMUJFWSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[13], [13], [8, 13]]","[""ketamine"", ""ketamine"", ""YQEZLKZALYSWHR-CYBMUJFWSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN[C@H](C)Cc1ccc2c(c1)OCO2,"[""site_set_mismatch""]",dup_05c769c81a20a509,3,"[""SHXWCVYOXRDMCX-MRVPVSSYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [11, 12, 13]]","[""MDMA"", ""MDMA"", ""SHXWCVYOXRDMCX-MRVPVSSYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_9d0158972796b382,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 11], [5, 11], [1, 5, 11]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CNc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,"[""site_set_mismatch""]",dup_dd8ae1f6595015bc,3,"[""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [3, 8]]","[""N_desacetyl_indiplon"", ""N_desacetyl_indiplon"", ""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_4d76c1e2975e9c1a,3,"[""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[15, 21], [15, 21], [6, 9, 15, 16, 18, 21]]","[""MOP-13031"", ""MOP-13031"", ""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],"[""site_set_mismatch""]",dup_cf78c37981ebcf1d,3,"[""HYIMSNHJOBLJNT-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[12, 13], [12, 13], [7, 8, 9, 12, 13, 14]]","[""nifedipine"", ""nifedipine"", ""HYIMSNHJOBLJNT-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,"[""site_set_mismatch""]",dup_6d055f13505fbec3,3,"[""XTFPDGZNWTZCMF-HDFUYHJRSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[15, 22], [15, 22], [6, 9, 15, 16, 18, 22]]","[""pranidipine"", ""pranidipine"", ""XTFPDGZNWTZCMF-HDFUYHJRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_b96040f697b48602,3,"[""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 15, 22], [5, 15, 22], [1, 5, 6, 9, 15, 16, 18, 22]]","[""nicardipine"", ""nicardipine"", ""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_6cc2493a8eb81143,3,"[""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 15, 22, 30], [11, 15, 22, 30], [2, 5, 8, 11, 15, 17, 18, 22]]","[""barnidipine"", ""barnidipine"", ""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)C(O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_7750398d66d920d5,3,"[""AHXICHPPXIGCBN-FUSIMWJJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[25, 34, 35, 49, 50, 51], [25, 34, 35, 49, 50, 51], [25, 34, 35, 49, 50, 51]]","[""bms_275183"", ""bms_275183"", ""AHXICHPPXIGCBN-AQYLXIGCSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"[""label_regime_mismatch""]",dup_bff8c7b6ad26777e,3,"[""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""single_exact"", ""unknown""]",partial_agreement_union,1,"[[17], [17], []]","[""clopidogrel"", ""clopidogrel"", ""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_f1ef20ee1f7696fc,3,"[""JUKPWJGBANNWMW-VWBFHTRKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[10, 29], [10, 29], [10, 29]]","[""eplerenone"", ""eplerenone"", ""JUKPWJGBANNWMW-VWBFHTRKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
COC(=O)[C@H](c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_09686681060f43fa,3,"[""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[2], [2], [2, 8]]","[""2-oxo-clopidogrel"", ""2-oxo-clopidogrel"", ""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
