all_labeled_site_atoms,annotation_label_regime,citation,doi,duplicate_group_id,merge_policy_used,output_label_regime,output_row_id,primary_site_atoms,secondary_site_atoms,site_source,source_file,source_record_id,tertiary_site_atoms
"[4, 11, 12, 14, 15, 18]",broad_region,"Komatsu et al.,Drug Metab. Disp.,28,1361,2000 
Ono et al., Xenobiotica, 1996, 26, 681-693",,dup_60ec3a6728ff37c1,conflict_preserved,broad_region,CXOFVDLJLONNDW-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CXOFVDLJLONNDW-UHFFFAOYSA-N,[]
"[14, 16]",multi_exact,"Komatsu et al.,Drug Metab. Disp.,28,1361,2000",,dup_582a68463b2d3216,partial_agreement_union,multi_exact,4_hpph,"[14, 16]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,4_hpph,[]
"[14, 16]",multi_exact,"Komatsu et al.,Drug Metab. Disp.,28,1361,2000",,dup_582a68463b2d3216,partial_agreement_union,multi_exact,4_hpph,"[14, 16]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,4_hpph,[]
"[14, 16]",multi_exact,"Komatsu et al.,Drug Metab. Disp.,28,1361,2000 PMID: 11038165",,dup_582a68463b2d3216,partial_agreement_union,multi_exact,4_hpph,"[14, 16]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XEEDURHPFVXALT-HNNXBMFYSA-N,[]
[15],single_exact,"Komatsu et al.,Drug Metab. Disp.,28,1361,2000",,dup_56d51f64ca0ec787,partial_agreement_union,single_exact,3_hpph,[15],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,3_hpph,[]
[15],single_exact,"Komatsu et al.,Drug Metab. Disp.,28,1361,2000",,dup_56d51f64ca0ec787,partial_agreement_union,single_exact,3_hpph,[15],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,3_hpph,[]
[15],single_exact,"Komatsu et al.,Drug Metab. Disp.,28,1361,2000 PMID: 11038165",,dup_56d51f64ca0ec787,partial_agreement_union,single_exact,3_hpph,[15],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,FSPRLRPJSPWQNC-HNNXBMFYSA-N,[]
[17],single_exact,"Shen,Ann. Clin. Psych.,11,145,1999",10.1023/A:1022312111429,dup_77c59492ad578a4a,partial_agreement_union,single_exact,sertindole,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,sertindole,[]
[17],single_exact,"Shen,Ann. Clin. Psych.,11,145,1999",10.1023/A:1022312111429,dup_77c59492ad578a4a,partial_agreement_union,single_exact,sertindole,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,sertindole,[]
"[16, 17]",single_exact,"Shen,Ann. Clin. Psych.,11,145,1999 PMID: 10482125",,dup_77c59492ad578a4a,partial_agreement_union,single_exact,sertindole,[17],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,[]
[1],single_exact,"Ward et al., J. Pharm. Exp. Ther., 2003, 306, 287-300",10.1124/jpet.103.049601,dup_51b6fb269a2f9236,exact_agreement,single_exact,efavirenz,[1],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,efavirenz,[]
[1],single_exact,"Ward et al., J. Pharm. Exp. Ther., 2003, 306, 287-300",10.1124/jpet.103.049601,dup_51b6fb269a2f9236,exact_agreement,single_exact,efavirenz,[1],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,efavirenz,[]
[1],single_exact,"Ward et al., J. Pharm. Exp. Ther., 2003, 306, 287-300 PMID: 12676886
Bienvenu, Emile & Ashton, Michael & ?bel?, Angela. (2015). Influence of CYP2B6 516G > T and Long Term HAART on Population Pharmacokinetics of Efavirenz in Rwandan Adults on HIV and Tuberculosis Cotreatment. Pharmacology & Pharmacy. 6. 533-546. 10.4236/pp.2015.611055.",,dup_51b6fb269a2f9236,exact_agreement,single_exact,efavirenz,[1],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XPOQHMRABVBWPR-ZDUSSCGKSA-N,[]
"[8, 9]",multi_exact,,,dup_19b6cdc5f376e595,single_source,multi_exact,Ezetimibe,[],[],Rudik_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Rudik_external_dataset/Rudik_external_dataset.sdf,Ezetimibe,[]
"[8, 20]",multi_exact,,,dup_ac164b6baf50b706,single_source,multi_exact,irilone,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,irilone,[]
"[8, 11]",multi_exact,"Watanabe et al.,Drug Metab. Pharmacokin.,17,516,2002",,dup_b438adefaaf24b1a,partial_agreement_union,multi_exact,9_anthraldehyde,"[8, 11]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,9_anthraldehyde,[]
"[8, 11]",multi_exact,"Watanabe et al.,Drug Metab. Pharmacokin.,17,516,2002",,dup_b438adefaaf24b1a,partial_agreement_union,multi_exact,9_anthraldehyde,"[8, 11]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,9_anthraldehyde,[]
[11],single_exact,"Watanabe et al.,Drug Metab. Pharmacokin.,17,516,2002 PMID: 15618706",,dup_b438adefaaf24b1a,partial_agreement_union,multi_exact,9_anthraldehyde,[11],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,YMNKUHIVVMFOFO-UHFFFAOYSA-N,[]
[],unknown,"Hirotaka Kushida et al., Carcinogenesis, 21, 1227-1232, 2000",,dup_b680f17bd1940ef6,single_source,broad_region,WNYADZVDBIBLJJ-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,WNYADZVDBIBLJJ-UHFFFAOYSA-N,[]
[12],single_exact,"Patten et al.,Carcinogenesis,18,1623,1997",,dup_fac600626a4c5e81,partial_agreement_union,single_exact,N_nitrosonornicotine,[12],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,N_nitrosonornicotine,[]
[12],single_exact,"Patten et al.,Carcinogenesis,18,1623,1997",,dup_fac600626a4c5e81,partial_agreement_union,single_exact,N_nitrosonornicotine,[12],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,N_nitrosonornicotine,[]
"[7, 12]",single_exact,"Patten et al.,Carcinogenesis,18,1623,1997",,dup_fac600626a4c5e81,partial_agreement_union,single_exact,N_nitrosonornicotine,[12],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XKABJYQDMJTNGQ-VIFPVBQESA-N,[]
"[11, 20]",tiered_multisite,"Tang et al.,Drug Metab. Disp.,30,778,2002",,dup_a74ba10a436ab2f2,partial_agreement_union,tiered_multisite,compound_1,[20],[11],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,compound_1,[]
"[11, 20]",tiered_multisite,"Tang et al.,Drug Metab. Disp.,30,778,2002",,dup_a74ba10a436ab2f2,partial_agreement_union,tiered_multisite,compound_1,[20],[11],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,compound_1,[]
"[10, 11, 20]",multi_exact,"Tang et al.,Drug Metab. Disp.,30,778,2002 PMID: 12065436",,dup_a74ba10a436ab2f2,partial_agreement_union,tiered_multisite,compound_1,"[11, 20]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ODRPZOGBOVWNQM-HKBQPEDESA-N,[]
[3],single_exact,"Schultz-Jander et al.,Chem. Res. Toxicol.,15,1158,2002",,dup_56d3f0a87feef5bf,conflict_preserved,single_exact,imidacloprid,[3],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,imidacloprid,[]
[3],single_exact,"Schultz-Jander et al.,Chem. Res. Toxicol.,15,1158,2002",,dup_56d3f0a87feef5bf,conflict_preserved,single_exact,imidacloprid,[3],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,imidacloprid,[]
"[0, 5, 9]",single_exact,"Schultz-Jander et al.,Chem. Res. Toxicol.,15,1158,2002 PMID: 12230409
Abass, Khaled, et al. ""Metabolism of pesticides by human cytochrome p450 enzymes in vitro��a survey."" Insecticides��advances in integrated pest management (2012): 165-194.
Hodgson E. In vitro human phase I metabolism of xenobiotics I: pesticides and related compounds used in agriculture and public health, May 2003. J Biochem Mol Toxicol. 2003;17(4):201-206. doi:10.1002/jbt.10080",,dup_56d3f0a87feef5bf,conflict_preserved,single_exact,YWTYJOPNNQFBPC-UHFFFAOYSA-N,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,YWTYJOPNNQFBPC-UHFFFAOYSA-N,[]
"[10, 18, 19]",multi_exact,,,dup_92d3ab79c09c1109,conflict_preserved,multi_exact,6-nitrochrysene,"[10, 18, 19]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,6-nitrochrysene,[]
"[10, 18, 19]",multi_exact,,,dup_92d3ab79c09c1109,conflict_preserved,multi_exact,6-nitrochrysene,"[10, 18, 19]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,6-nitrochrysene,[]
"[8, 9, 10, 18, 19]",broad_region,"Chae, Y.H.; Yun, C.H.; Guengerich, F.P.; Kadlubar, F.F.; El-Bayoumy, K. Roles of Human Hepatic and Pulmonary Cytochrome P450 Enzymes in the Metabolism of the Environmental Carcinogen 6-Nitrochrysene. Cancer Res. 1993, 53, 2028-2034.",,dup_92d3ab79c09c1109,conflict_preserved,broad_region,UAWLTQJFZUYROA-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UAWLTQJFZUYROA-UHFFFAOYSA-N,[]
[],unknown,"Chae, Y.-H.; Thomas, T.; Guengerich, F.P.; Fu, P.P.; El-Bayoumy, K. Comparative Metabolism of 1-, 2-, and 4-Nitropyrene by Human Hepatic and Pulmonary Microsomes. Cancer. Res. 1999, 59, 1473-1480.",,dup_b77bbc79bb5842a9,single_source,broad_region,MAZCGYFIOOIVHE-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,MAZCGYFIOOIVHE-UHFFFAOYSA-N,[]
"[10, 11]",multi_exact,"Chae et al.,Cancer Res.,59,1473,1999",,dup_6523fda9bab3c115,partial_agreement_union,multi_exact,4_nitropyrene,"[10, 11]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,4_nitropyrene,[]
"[10, 11]",multi_exact,"Chae et al.,Cancer Res.,59,1473,1999",,dup_6523fda9bab3c115,partial_agreement_union,multi_exact,4_nitropyrene,"[10, 11]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,4_nitropyrene,[]
"[0, 1, 2, 8, 9, 10, 11]",multi_exact,"Chae, Y.-H.; Thomas, T.; Guengerich, F.P.; Fu, P.P.; El-Bayoumy, K. Comparative Metabolism of 1-, 2-, and 4-Nitropyrene by Human Hepatic and Pulmonary Microsomes. Cancer. Res. 1999, 59, 1473-480.
Chae et al.,Cancer Res.,59,1473,1999",,dup_6523fda9bab3c115,partial_agreement_union,multi_exact,4_nitropyrene,"[8, 9, 10, 11]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UISKIUIWPSPSAV-UHFFFAOYSA-N,[]
[],unknown,"Tassaneeyakul et al., Biochem. Pharmacol., 1993, 46, 1975-1981 PMID: 8267647",,dup_a2ce7c6b8395b8fb,single_source,broad_region,BTJIUGUIPKRLHP-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,BTJIUGUIPKRLHP-UHFFFAOYSA-N,[]
"[4, 6]",tiered_multisite,"Chae et al.,Cancer Res.,59,1473,1999",,dup_869482d4d074dacb,partial_agreement_union,tiered_multisite,1_nitropyrene,[6],[4],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,1_nitropyrene,[]
"[4, 6]",tiered_multisite,"Chae et al.,Cancer Res.,59,1473,1999",,dup_869482d4d074dacb,partial_agreement_union,tiered_multisite,1_nitropyrene,[6],[4],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,1_nitropyrene,[]
"[2, 4, 6, 11]",multi_exact,"Chae et al.,Cancer Res.,59,1473,1999
Hatanaka, Naoya, et al. ""Metabolic activation of carcinogenic 1-nitropyrene by human cytochrome P450 1B1 in Salmonella typhimurium strain expressing an O-acetyltransferase in SOS/umu assay."" Mutation Research/Genetic Toxicology and Environmental Mutagenesis 497.1 (2001): 223-233.",,dup_869482d4d074dacb,partial_agreement_union,tiered_multisite,1_nitropyrene,"[4, 6]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ALRLPDGCPYIVHP-UHFFFAOYSA-N,[]
"[0, 3, 12, 15]",tiered_multisite,"May-Manke et al.,Cancer Chemother. Pharmacol.,44,327,1999",,dup_b9750941952c3d57,partial_agreement_union,tiered_multisite,trofosfamide,"[0, 3]",[12],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,trofosfamide,[15]
"[0, 3, 12, 15]",tiered_multisite,"May-Manke et al.,Cancer Chemother. Pharmacol.,44,327,1999",,dup_b9750941952c3d57,partial_agreement_union,tiered_multisite,trofosfamide,"[0, 3]",[12],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,trofosfamide,[15]
"[0, 3, 5, 6, 12, 15]",multi_exact,"May-Manke et al.,Cancer Chemother. Pharmacol.,44,327,1999
Zhang, J. et al. (2005); Metabolism and transport of xazaphosphorines and the clinical implications; Drug Metab Rev. 2005;37(4):611-703; PMID:16393888; DOI:10.1080/03602530500364023",,dup_b9750941952c3d57,partial_agreement_union,tiered_multisite,trofosfamide,"[0, 3, 12, 15]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UMKFEPPTGMDVMI-QGZVFWFLSA-N,[]
"[1, 6, 7]",tiered_multisite,"Roy et al.,Drug Metab. Disp.,27,655,1999
Bohnenstengel et al.,Eur. J. Clin. Pharmacol.,51,297,1996",,dup_d37b15906d332274,partial_agreement_union,tiered_multisite,cyclophosphamide,[1],"[6, 7]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,cyclophosphamide,[]
"[1, 6, 7]",tiered_multisite,"Roy et al.,Drug Metab. Disp.,27,655,1999
Bohnenstengel et al.,Eur. J. Clin. Pharmacol.,51,297,1996",,dup_d37b15906d332274,partial_agreement_union,tiered_multisite,cyclophosphamide,[1],"[6, 7]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,cyclophosphamide,[]
"[1, 2, 6, 7]",multi_exact,"Roy et al.,Drug Metab. Disp.,27,655,1999 PMID: 10348794
Bohnenstengel et al.,Eur. J. Clin. Pharmacol.,51,297,1996 PMID: 9010702",,dup_d37b15906d332274,partial_agreement_union,tiered_multisite,cyclophosphamide,"[1, 6, 7]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CMSMOCZEIVJLDB-CQSZACIVSA-N,[]
"[2, 9, 11]",tiered_multisite,"Roy et al.,Drug Metab. Disp.,27,655,1999
Roy et al.,Drug Metab. Disp.,27,1309,1999",,dup_cfd37ece0cfda7f8,partial_agreement_union,tiered_multisite,ifosfamide,[11],"[2, 9]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,ifosfamide,[]
"[2, 9, 11]",tiered_multisite,"Roy et al.,Drug Metab. Disp.,27,655,1999
Roy et al.,Drug Metab. Disp.,27,1309,1999",,dup_cfd37ece0cfda7f8,partial_agreement_union,tiered_multisite,ifosfamide,[11],"[2, 9]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,ifosfamide,[]
"[0, 2, 9, 11, 13]",multi_exact,"Roy et al.,Drug Metab. Disp.,27,655,1999
Roy et al.,Drug Metab. Disp.,27,1309,1999",,dup_cfd37ece0cfda7f8,partial_agreement_union,tiered_multisite,ifosfamide,"[2, 9, 11]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,HOMGKSMUEGBAAB-CQSZACIVSA-N,[]
"[1, 10, 23]",tiered_multisite,"Abelo et al.,Drug Metab. Disp.,28,58,2000",,dup_544e2e3ade63b6a2,partial_agreement_union,tiered_multisite,h259_31,[23],[10],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,h259_31,[1]
"[1, 10, 23]",tiered_multisite,"Abelo et al.,Drug Metab. Disp.,28,58,2000",,dup_544e2e3ade63b6a2,partial_agreement_union,tiered_multisite,h259_31,[23],[10],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,h259_31,[1]
"[1, 6, 10, 17, 23]",multi_exact,"Abelo, Angela; Andersson, Tommy B.; Bredberg, Ulf; Skanberg, Inger; Weidolf, Lars Stereoselective Metabolism by Human Liver CYP Enzymes of a Substituted Benzimidazole. Drug Metab. Dispos. 2000, 28, 58-64, PMID:10611141.",,dup_544e2e3ade63b6a2,partial_agreement_union,tiered_multisite,h259_31,"[1, 10, 23]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,DIUOJMLXZJHNDR-DEOSSOPVSA-N,[]
[8],single_exact,"Casabar et al.,Drug Metab. Disp.,34,1779,2006",10.1124/dmd.106.010199,dup_5a8aff06ce69b531,conflict_preserved,single_exact,endosulfan,[8],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,endosulfan,[]
[8],single_exact,"Casabar et al.,Drug Metab. Disp.,34,1779,2006",10.1124/dmd.106.010199,dup_5a8aff06ce69b531,conflict_preserved,single_exact,endosulfan,[8],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,endosulfan,[]
"[8, 9]",broad_region,"Casabar et al.,Drug Metab. Disp.,34,1779,2006",,dup_5a8aff06ce69b531,conflict_preserved,broad_region,RDYMFSUJUZBWLH-KUGKFLLMSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RDYMFSUJUZBWLH-KUGKFLLMSA-N,[]
[6],single_exact,,,dup_0f031bef1e1a386e,partial_agreement_union,single_exact,tegafur,[6],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,tegafur,[]
[6],single_exact,,,dup_0f031bef1e1a386e,partial_agreement_union,single_exact,tegafur,[6],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,tegafur,[]
"[2, 6]",single_exact,"Komatsu, T.; Yamazaki, H.; Shimada, N.; Nakajima, M.; Yokoi, T. Roles of Cytochromes P450 1A2 2A6, and 2C8 in 5-Fluorouracil Formation from Tegafur, an Anticancer Prodrug, in Human Liver Microsomes. Drug Metab. Dispos. 2000, 28, 1457??????1463. PMID:11095583",,dup_0f031bef1e1a386e,partial_agreement_union,single_exact,tegafur,[6],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,WFWLQNSHRPWKFK-LURJTMIESA-N,[]
[7],single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_7c6f6f326aed152e,partial_agreement_union,single_exact,chlorzoxazone,[7],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,chlorzoxazone,[]
[7],single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280.",,dup_7c6f6f326aed152e,partial_agreement_union,single_exact,chlorzoxazone,[7],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,chlorzoxazone,[]
[7],single_exact,"T. Shimada, F. Tsumura, H. Yamazaki, Drug Metab. Dispos. 1999, 27, 1274-1280. PMID: 10534312
Draper et al.,Drug Metab. Disp.,26,305,1998 PMID: 9531516",,dup_7c6f6f326aed152e,partial_agreement_union,single_exact,chlorzoxazone,[7],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,TZFWDZFKRBELIQ-UHFFFAOYSA-N,[]
[18],single_exact,"Desta et al.,J. Pharmacol. Exp. Ther.,285,428,1998",,dup_d1204b63447b2ad4,partial_agreement_union,single_exact,pimozide,[18],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,pimozide,[]
[18],single_exact,"Desta et al.,J. Pharmacol. Exp. Ther.,285,428,1998",,dup_d1204b63447b2ad4,partial_agreement_union,single_exact,pimozide,[18],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,pimozide,[]
"[13, 18]",single_exact,"Desta et al.,J. Pharmacol. Exp. Ther.,285,428,1998
Z. Desta, T. Kerbusch, N. Soukhova, E. Richard, J. W. Ko, D. A. Flockhart, J. Pharmacol. Exp. Ther. 1998, 285, 428-437. PMID:9580580",,dup_d1204b63447b2ad4,partial_agreement_union,single_exact,pimozide,[18],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,YVUQSNJEYSNKRX-UHFFFAOYSA-N,[]
"[0, 13]",tiered_multisite,"Ward et al.,Br. J. Clin. Pharm.,58,277,2004",10.111/j.1365-2125.2004.02156.x,dup_4101b9843c32b3e1,partial_agreement_union,tiered_multisite,domperidone,[13],[0],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,domperidone,[]
"[0, 13]",tiered_multisite,"Ward et al.,Br. J. Clin. Pharm.,58,277,2004",10.111/j.1365-2125.2004.02156.x,dup_4101b9843c32b3e1,partial_agreement_union,tiered_multisite,domperidone,[13],[0],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,domperidone,[]
"[0, 6, 13]",multi_exact,"Ward et al.,Br. J. Clin. Pharm.,58,277,2004 PMID: 15327587",,dup_4101b9843c32b3e1,partial_agreement_union,tiered_multisite,domperidone,"[0, 13]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,FGXWKSZFVQUSTL-UHFFFAOYSA-N,[]
"[2, 6, 7, 13, 18]",tiered_multisite,"Ueng et al.,Drug Metab. Disp.,34,821,2006
Lee et al.,J. Pharm. Bio. Anal.,41,304,2006","10.1124/dmd.105.007849
10.1016/j.jpba.2005.10.039",dup_e73beb281b4ce4da,partial_agreement_union,tiered_multisite,rutaecarpine,[6],[13],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,rutaecarpine,"[2, 7, 18]"
"[2, 6, 7, 13, 18]",tiered_multisite,"Ueng et al.,Drug Metab. Disp.,34,821,2006
Lee et al.,J. Pharm. Bio. Anal.,41,304,2006","10.1124/dmd.105.007849
10.1016/j.jpba.2005.10.039",dup_e73beb281b4ce4da,partial_agreement_union,tiered_multisite,rutaecarpine,[6],[13],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,rutaecarpine,"[2, 7, 18]"
"[2, 6, 7, 13, 18]",multi_exact,"Lee et al.,J. Pharm. Bio. Anal.,41,304,2006 PMID:16318905 
Ueng et al.,Drug Metab. Disp.,34,821,2006",,dup_e73beb281b4ce4da,partial_agreement_union,tiered_multisite,rutaecarpine,"[2, 6, 7, 13, 18]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ACVGWSKVRYFWRP-UHFFFAOYSA-N,[]
[19],single_exact,"Renwick et al.,Xenobiotica,31,187,2001",,dup_ecf07df8e06b75d8,partial_agreement_union,single_exact,BFBFC,[19],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,BFBFC,[]
[19],single_exact,"Renwick et al.,Xenobiotica,31,187,2001",,dup_ecf07df8e06b75d8,partial_agreement_union,single_exact,BFBFC,[19],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,BFBFC,[]
"[18, 19]",single_exact,"Renwick et al.,Xenobiotica,31,187,2001 PMID: 11465405",,dup_ecf07df8e06b75d8,partial_agreement_union,single_exact,BFBFC,[19],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,PCBGILKQGDYJAY-UHFFFAOYSA-N,[]
[19],single_exact,"Renwick et al.,Xenobiotica,30,955,2000",,dup_5d53762963cbfb90,partial_agreement_union,single_exact,BFC,[19],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,BFC,[]
[19],single_exact,"Renwick et al.,Xenobiotica,30,955,2000",,dup_5d53762963cbfb90,partial_agreement_union,single_exact,BFC,[19],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,BFC,[]
"[18, 19]",single_exact,"Renwick et al.,Xenobiotica,30,955,2000",,dup_5d53762963cbfb90,partial_agreement_union,single_exact,BFC,[19],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,WVKLERKKJXUPIK-UHFFFAOYSA-N,[]
[],unknown,"L.L. Koenigs and W.F. Trager, Biochemistry, 37, 10047-10061",,dup_865a4f903076657a,single_source,broad_region,ZCCUUQDIBDJBTK-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZCCUUQDIBDJBTK-UHFFFAOYSA-N,[]
"[2, 3]",multi_exact,"Lewis et al.,Toxic.,20,256,2006",10.1016/.tiv.2005.08.001,dup_ee2259c74f394cbc,partial_agreement_union,multi_exact,coumarin,"[2, 3]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,coumarin,[]
